title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
"Senior Data Analyst, Growth",Belong,Nan,Remoto,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-12-04,https://ar.linkedin.com/jobs/view/senior-data-analyst-growth-at-belong-3325579477?refId=I6qNYTyJpHigP%2Bl2Hmexww%3D%3D&trackingId=0iXKCjBZffBdPrq6LsgOCg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Engineer,Intermedia,Nan,Remoto,NaN,Argentina,[],2022-12-02,https://ar.linkedin.com/jobs/view/data-engineer-at-intermedia-3382816855?refId=I6qNYTyJpHigP%2Bl2Hmexww%3D%3D&trackingId=uXO%2BC3MWqijQwGvKq5SnZA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Remote Data Analyst Jobs,Turing,"A well-established company on a mission to pivot the healthcare industry with their world-class technology and solutions is looking for a Data Analyst. The selected candidate will be tasked with developing new data validation methods and data analysis tools. The company provides end-to-end services regarding drugs, medical devices, cosmetics, and supplements to businesses and individuals in the healthcare industry. This position requires 6+ hours of overlap with the SGT time zone.Job Responsibilities:Support the end-to-end executions of targeted Analytics and Business Intelligence projects focused on problem areasEnsure the correct usage of existing data sources, including the design and execution of data preparation activities to support analytics and insight needsTranslate business requirements and objectives into detailed, logical analyses under the guidance of Senior AssociateFacilitate the execution and deployment of recommendations emerging from the analysesMaintain the dashboards or reports that have been commissioned to key stakeholdersJob Requirements:Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)At least 3+ years of relevant experience as a software engineerA minimum of 1+ year of experience in Business Intelligence or Data Analytics projectsDemonstrable background in business intelligence, analytics, or management consulting Prior experience in handling and preparing large datasetsFamiliarity with visualization software e.g. Tableau, Qlikview, Spotfire, PowerBI Nice to have familiarity with coding languages, e.g. SQL, Python, RExperience in client-facing projects is a plusGood personal and communication skills to engage with senior stakeholdersFluency in English is a pre-requisite",Remoto,NaN,Argentina,"[{'Nivel de antigüedad': 'Sin experiencia'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Desarrollo de software'}]",2022-12-15,https://ar.linkedin.com/jobs/view/remote-data-analyst-jobs-at-turing-3397983392?refId=I6qNYTyJpHigP%2Bl2Hmexww%3D%3D&trackingId=aHs85rdJziZAySNN5MmFDA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Baufest,"En Baufest queremos mejorar la vida con tecnología, por lo que nos encontramos en la búsqueda de un Data Analyst para sumar a nuestro equipo con ganas de aprender las mejores prácticas y desempeñarse en un importante proyecto. Responsabilidades: • Análisis y Solución de Incidentes • Análisis de procesos mediante consultas SQL • Soporte a aplicaciones • Propuestas de mejoras a procesos y aplicaciones Requisitos Principales: • Poseer al menos 1 año desarrollando con herramientas de ETL y/o de Reporting • Experiencia en desarrollo de sentencias SQL • Capacidad Analítica • Capacidad de interactuar con usuarios Requisitos Deseables: • Conocimiento en metodologías agiles. Te ofrecemos: • BAU COMPENSATIONS: Pago parcial de tu sueldo en Dólares. Ajustes trimestrales. Evaluación anual de desempeño y revisión de categorización. • BAU LUNCH: Recibirás un cupón de Pedidos Ya cada viernes del mes. • BAU INTERNET: Reintegro mensual parcial de tu factura. • BAU ANTI-TRAFFIC: En caso de que tu contratación sea en modalidad Híbrida, tendrás opción de elegir tu rango de horario laboral mientras lo avale el proyecto. • BAU UTLITIES: ¡Luego de trabajar 4 años con la misma notebook en Baufest, será tuya! • BAU FAMILY: Maternidad y Paternidad. Softlanding para las madres baufesianas y Paternidad (10 días hábiles de licencia) . Flexibilidad horaria planificada; • BAU HEALTH: Medicina prepaga de primer nivel para grupo familiar; Reintegro trimestrales por actividad deportiva, clases de yoga y Bienestar. • BAU DAYs: Día de cumpleaños Libre • BAU ACADEMY: Clases de Inglés in-company; Certificaciones y capacitaciones a cargo de Baufest; Pro Profes (días extra de estudios, premios para estudiantes Universitarios/Terciarios/Posgrados); • BAU HOME: Luego de 2 años en Baufest, si tienes que cambiar tu residencia y mudarte recibirás una orden de compra para acompañarte en este gran paso. • Excelente Clima Laboral ¡Estamos dentro de Ranking Great Place to Work!",Remoto,NaN,Argentina,"[{'Nivel de antigüedad': 'Algo de responsabilidad'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Investigación, Analista y Tecnología de la información'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-11-28,https://ar.linkedin.com/jobs/view/data-analyst-at-baufest-3379252054?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=sWW3gyuEk2Ieppkv1qx0jA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Capgemini Engineering,"About the JobCapgemini Engineering is an integral part of the Capgemini Group, a global leader in partnering with companies to transform and manage their business by harnessing the power of technology.World leader in engineering and R&D services, Capgemini Engineering combines its broad industry knowledge and cutting-edge technologies in digital and software to support the convergence of the physical and digital worlds.Capgemini Engineering has more than 55,000 engineer and scientist team members in over 30 countries across sectors including Aeronautics, Space, Defense, Naval, Automotive, Rail, Infrastructure & Transportation, Energy, Utilities & Chemicals, Life Sciences, Communications, Semiconductor & Electronics, Industrial & Consumer, Software & Internet.Please submit your resume in EnglishMinimum qualifications:Have 5+ years of professional experience as a Data Analyst mining large scale data and transforming data points to knowledge. Must be hands-on on data analysis tools and frameworks such as Hive, Spark SQL or Python to analyze any amount of data to both solve business requirements and feed in to engineering team to build data transformations. Extensive big data analysis and come up with logic to build analytical dimensions and metrics using Hive, Spark QL or Scripting Languages such as Python Preferred qualifications:Familiar with technologies relevant to the data such as Hadoop, OLAP databases and visualization tools such as Tableau or Looker or similar Establishes, supports and maintains standards of the analytics and data analytics process General understanding of databases (MySQL, SQL Server & Snowflake) General understanding of reporting solutions (Tableau, PowerBI, Looker, …) We are Capgemini Engineering:https://www.youtube.com/watch?v=MZ0Z6PjdnQoWhy choose Capgemini Engineering?International projectsMulti-sector expertiseFocus on innovation and R&DCutting-edge technologiesWorld leader in engineering",Remoto,NaN,"Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-12-16,https://ar.linkedin.com/jobs/view/data-analyst-at-capgemini-engineering-3396269736?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=i0pMM8fh3tR3QHLNT2P2wg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Executive Staffing Group (ESG),Nan,Remoto,NaN,Argentina,[],2022-12-06,https://ar.linkedin.com/jobs/view/data-analyst-at-executive-staffing-group-esg-3390313274?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=XboaS5015Nb2klYzQaSVNA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
BI & Data Analyst Consultant,Dynamo Global,Nan,Remoto,NaN,Argentina,[],2022-12-05,https://ar.linkedin.com/jobs/view/bi-data-analyst-consultant-at-dynamo-global-3388793948?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=ynezZj4G4X2b5QvvXyI46Q%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,KUNAN S.A.,Nan,Remoto,NaN,"Cordoba, Córdoba, Argentina",[],2022-10-29,https://ar.linkedin.com/jobs/view/data-analyst-at-kunan-s-a-3366317608?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=Zidjsdsc%2FrvEmNXoRBoz0g%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Sr,Tsoft,"¿Te apasionan los desafíos y tu objetivo es dar la milla extra siempre? ¡Tsoft es tu lugar!Si tenes ganas de trabajar junto a un gran equipo y afrontar nuevos retos, esta es tu oportunidad!Estamos en la búsqueda de un/a Data Analyst para nuestra Gerencia regional de SPMO.Quien ocupe el rol será el encargado de trabajar en la evolución, mantenimiento y soporte de todas las herramientas asociadas a la Producción (PPM, planillas, templates, tableros, flujos de datos, modelos de datos, scripts, consultas SQL, JIRA, etc.), como asi también para realizar análisis de información y armado de reportesRequisitos:🔹Conocimientos avanzados en bases de datos, incluyendo:Modelado de datos (DER)SQLPL-SQL🔹Conocimientos de herramientas de reporting (Tableau, PowerBI o similar) - Deseable🔹Conocimientos y experiencia en programación orientada a objetos (cualquier lenguaje) 🔹Conocimientos y Experiencia en el ciclo completo de ingeniería de software (análisis, diseño, desarrollo, pruebas, implementación, soporte)🔹Manejo avanzado de Excel (formulas avanzadas, búsqueda y referencia, tablas dinámicas, gráficos, etc)Que ofrecemos?🔹 Cobertura médica de primer nivel.🔹 Days Off anual.🔹 Planes de capacitación anual.🔹 Plataformas e-learning.🔹 Dia libre de cumpleañosSi estás en la búsqueda de un cambio en tu carrera que sume a tu perfil profesional vení a trabajar a nuestro equipo!Escribinos!Posición apta para personas con discapacidad",Remoto,NaN,Argentina,"[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información, Consultoría y Analista'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-12-12,https://ar.linkedin.com/jobs/view/data-analyst-sr-at-tsoft-3375566864?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=pEr8%2Bz4ryA9GuWyMnq4JfQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (SQL and Visualization),EPAM Systems,"DescriptionWe are looking for a talented professional, motivated, and detail-oriented individuals to work with the Core Strategy & Operations team to build a central product launch calendar. This resource will be participating in design/development, testing, and maintenance of various metrics-based SQL scripts and dashboards. They will also assist in evaluating project needs, analyzing business requirements, and defining/building datasets/solutions to address complex business issues. We are looking for individuals with exceptional SQL coding/development skills. In addition, the candidate should have exceptional data visualization skills and be able to design executive friendly dashboards. We are passionate about delivering value to our customers and that is the reason we are searching for people with the same mindset to join our team!RequirementsBachelor's degree in Computer Science, Engineering, Management Information Systems or a related field, or equivalent practical experience with 4-5 years of experience in a BI team or relatedHeavy experience with SQL and visualizationExperience building large datasets and maintaining crucial data pipelinesSuperior analytical skills and ability to communicate effectively with senior managementStrong written and verbal communication skillsExcellent project management and organizational skills We offerHealth InsuranceLife Insurance (SVO)Occupational Risk Insurance (ART)Paid Time Off – Vacations. 14 calendar days a year, the number of days will increase by seniority based on local law rulesSick leaveExceptional Leave. Take paid time off for your major life changes (childbirth, marriage, etc.)Compensation of costs for internet, electricity, and personal laptop usage (if applicable)Stable full-time workloadThousands of projects for top brandsStable incomeReferral ProgramCertification opportunitiesUnlimited access to LinkedIn learning solutionsLanguage coursesRelocation Assistance Package ConditionsBy applying to our role, you are agreeing that your personal data may be used as in set out in EPAM´s Privacy Notice (https://www.epam.com/applicant-privacy-notice) and Policy (https://www.epam.com/privacy-policy) Must have experienceExpertise in Angular and HTML is welcome. Not mustAbility to work in a fast-paced environment and navigate through ambiguityAbility to manage and coordinate multiple project assignments simultaneously in a deadline-driven environment, accepting ownership and accountability of the process and delivering on commitments",Remoto,NaN,Argentina,"[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Gestión de proyectos, Analista y Tecnología de la información'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-12-15,https://ar.linkedin.com/jobs/view/data-analyst-sql-and-visualization-at-epam-systems-3397982250?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=wMbmYYgzo5HBkjCB0GdLBg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Científico de Datos (100% remoto),Randstad Argentina,"En Randstad Technologies tenemos la siguiente oportunidad laboral:Importante empresa internacional del rubro de Oil & Gas, busca para integrar a su equipo un Científico de DatosTareas:Experiencia con algoritmos numéricos relacionados con la solución de ecuaciones no lineales, diferenciales e integrales.Trabajar con Subject Matter Experts para entender los problemas de ingeniería y sus soluciones.Correlacionar los problemas y las soluciones con los datos disponibles y las metodologías de resolución.Colaborar con las partes interesadas de la ingeniería y el equipo de desarrollo de software para garantizar la comprensión mutua de los requisitos del proyecto, los objetos de datos y la visualización de la solución.Desarrollar algoritmos de programación orientada a objetos que logren los resultados deseados por los referentes de ingeniería.Evaluar y seleccionar las técnicas de análisis estadístico de los datos resultantes con los SME de ingeniería y los analistas de datosColaborar con los miembros del equipo UXUI y Frontend para implementar los requisitos de entrada/salida.Coordinar con el área de ingeniería y el de desarrollo del software, los casos de prueba.Validar la cobertura y la aplicación de los casos de prueba proporcionando al equipo de control de calidad una perspectiva de ingeniería. Experiencia y competencias requeridas: Pasión por la tecnología y capacidad para desenvolverse en entornos complejos y rápidamente cambiantes.Dominio fluido del inglés (oral y escrito)Orientación al detalle y organizaciónCreatividad y confianza para expresar nuevas ideas.Habilidades probadas para la resolución de problemas.Auto-motivación y auto-disciplina.Debe sentirse cómodo trabajando en un equipo virtual.Gran capacidad de comunicación verbal y escrita.Experiencia en bases de datos.Formación académica completa en las carreras de Ingeniería tradicional, Ciencias de la Computación, Sistemas, Matemática, Física, o similares. Beneficios:100% REMOTODisponibilidad para viajarPrepaga familiar (OSDE) Desarrollo profesional3 semanas de vacaciones pagasBono por performance Si cumplís con los requerimientos, tenes ganas de emprender nuevos desafíos en un equipo internacional, no dudes en postularte!¡Te estamos esperando!",Remoto,NaN,Argentina,"[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-12-16,https://ar.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-100%25-remoto-at-randstad-argentina-3399587829?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=t8RMT3TsQhTW9xl8vmL9zA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Online Data Analyst - Argentina,TELUS International,Nan,Remoto,NaN,Argentina,[],2022-12-08,https://ar.linkedin.com/jobs/view/online-data-analyst-argentina-at-telus-international-3362538726?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=DSCIsaDCUWMzXdo6Crlqew%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Analyst,Open English,Nan,Remoto,NaN,Argentina,[],2022-11-25,https://ar.linkedin.com/jobs/view/senior-data-analyst-at-open-english-3369226661?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=b8m93FtmYEqUG5qajDKoTg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Science Analyst (Remote),Interinnovación,Nan,Remoto,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-12-05,https://ar.linkedin.com/jobs/view/data-science-analyst-remote-at-interinnovaci%C3%B3n-3388876385?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=yqHjrBRZfau3yEN8X1snxw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Online Data Analyst,TELUS International,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.comWe are hiring freelance English & Spanish speaking Online Data Analyst’s for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local geography.This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task.RequirementsFull Professional Proficiency in English & SpanishYou must be living in Argentina the last 2 consecutive yearsAbility to follow guidelines and do research online using search engines, online maps and website informationYou must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in ArgentinaBeing open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance)Applicants must be 18 years or over. ID verification must be attached when submitting your application.Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.Why Join the TELUS International AI Community?Earn extra incomeAccess to our community wellbeing initiativeRemote work & Location IndependenceBe your own bossFlexible Hours to fit in with your lifestyleBe a part of an online communityIf you have any queries about the role, please contact us at sourcingteam104@telusinternational.ai",Remoto,NaN,"San Luis, Argentina","[{'Nivel de antigüedad': 'Sin experiencia'}, {'Tipo de empleo': 'Contrato por obra'}, {'Función laboral': 'Tecnología de la información, Analista y Otro'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-12-05,https://ar.linkedin.com/jobs/view/online-data-analyst-at-telus-international-3378109925?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=H1Tmxau60o5Fjdv6m6rgFw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista BI Remoto,Consultoriait.com.ar,"Importante empresa Latinoamericana especializada con vasta experiencia en soluciones de Data Quality, Data Integration, Business Intelligence, Big Data, Analytics y Data Mining en empresas de primera línea con diversas herramientas líderes de la industria incorpora Analistas BI.Misión De La PosiciónColaborar en la gestión y análisis de la información.Relevar, analizar y validar datos provenientes de las distintas unidades de negocio, con el fin de entregar información consolidada, oportuna y consistente para el seguimiento de la operación y la toma de decisiones.Principales Funciones y Responsabilidades De La PosiciónGenerar tableros de control e indicadores de rendimientoGenerar informes/reportes ejecutivos relacionados al negocioEvaluar la consistencia y calidad de la información con el fin de obtener objetividad en los informes/reportesIdentificar indicadores clave de negocio y analizar los riesgos asociadosGenerar alertas a partir de los informes realizados que permitan tomar decisiones oportunas e inmediatasResponder con oportunidad los requerimientos específicos de informaciónProponer mejoras y optimización de procesosDocumentar procesos y procedimientosSkills tecnológicos solicitados: conocimiento en arquitectura de datos/sql y buen entendimiento e interpretación de necesidades de negocio.Visualización de datosPythonTableauBigQuery/LookerSQL AvanzadoGoogle AnalyticsBeneficios Medicina prepaga primer nivel Capacitaciones constantes Acceso a certificaciones oficialesSe ofrecen excelentes posibilidades de desarrollo, trabajar en un contexto desafiante dentro de un equipo profesional que prioriza el crecimiento de sus integrantes.",Remoto,NaN,"Autonomous City of Buenos Aires, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Intermedio'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Investigación, Analista y Tecnología de la información'}, {'Sectores': 'Servicios de recursos humanos'}]",2022-12-13,https://ar.linkedin.com/jobs/view/analista-bi-remoto-at-consultoriait-com-ar-3399399835?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=PfMvshN9ZDCuCqkaujv6lw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Online Data Analyst,TELUS International,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com We are hiring freelance English & Spanish speaking Online Data Analyst’s for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local geography.  This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task. RequirementsFull Professional Proficiency in English & SpanishYou must be living in Argentina the last 2 consecutive yearsAbility to follow guidelines and do research online using search engines, online maps and website informationYou must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in ArgentinaBeing open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance)Applicants must be 18 years or over. ID verification must be attached when submitting your application. Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks. Why Join the TELUS International AI Community? Earn extra incomeAccess to our community wellbeing initiative Remote work & Location IndependenceBe your own bossFlexible Hours to fit in with your lifestyle Be a part of an online communityIf you have any queries about the role, please contact us at sourcingteam19@telusinternational.ai",Remoto,NaN,"Rosario, Santa Fe, Argentina","[{'Nivel de antigüedad': 'Sin experiencia'}, {'Tipo de empleo': 'Contrato por obra'}, {'Función laboral': 'Tecnología de la información, Analista y Otro'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-12-06,https://ar.linkedin.com/jobs/view/online-data-analyst-at-telus-international-3389606865?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=V2c7caDp72AlHqSnJVUvUA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Engineer - Remote, Full-Time",Bluelight Consulting | DevOps & Software Development,"Bluelight Consulting is a leading software consultancy seeking a skilled Data Engineer to join our fast-growing team. Our mission is to design and develop technology that improves the lives of its users while providing an exceptionally high level of service to our clients.We are looking for Data Engineer who wants to be part of a fast-paced, dynamic environment, where everyone’s opinions and efforts are valued. We hire outstanding individuals and give them the opportunity to thrive in a collaborative atmosphere that values learning, growth, and hard work.Our team is distributed across the United State and Central / South America. If you have the desire to be a part of an exciting, challenging, and rapidly-growing software development consultancy, and if you are passionate about software development and creating the finest apps in the marketplace, please apply below.What We Are Looking ForExperience with AWS services including but not limited to S3, Athena, EC2, EMR, and GlueAbility to solve any ongoing issues with operating the clusterExperience with the integration of data from multiple data sourcesExperience with various database technologies such as SQLServer, Redshift, Postgres, and RDSExperience with one or more of the following data integration platforms: Pentaho Kettle, SnapLogic, Talend OpenStudio, Jitterbit, Informatica PowerCenter, or similarKnowledge of best practices and IT operations in an always-up, always-available serviceExperience with or knowledge of Agile Software Development methodologiesExcellent problem-solving and troubleshooting skillsExcellent oral and written communication skills with a keen sense of customer serviceExperience with collecting/managing/reporting on large data storesAwareness of Data governance and data quality principlesWell versed in Business Analytics including basic metric building and troubleshootingUnderstand Integration architecture: application integration and data flow diagrams, source-to-target mappings, data dictionary reportsFamiliar with Web Services: XML, REST, SOAPExperience with Git or similar version control softwareExperience with integrations with and/or use of BI tools such as GoodData (Prefered), Tableau, PowerBI, or similarBroad experience with multiple RDBMS: MS SQLServer, Oracle, MySQL, PostgreSQL, RedshiftFamiliarity with SaaS/cloud data systems (e.g. Salesforce)Data warehouse design: star-schemas, change data capture, denormalizationSQL/DDL queries/Tuning techniques such as indexing, sorting, and distributionBS or MS degree in Computer Science or a related technical field3+ years of Data Pipeline development such as SnapLogic or Datastage, Informatica, or related experience3+ years of SQL experience (No-SQL experience is a plus)Experience designing, building, and maintaining data pipelinesWhat You'll Be DoingDevelop and maintain data models for core package application and reporting databases to describe objects and fields for support documentation and to facilitate custom application development and data integrationMonitoring execution and performance of daily pipelines, triage and escalate any issuesCollaborates with analytics and business teams to improve data models and data pipelines that feed business intelligence tools, increasing data accessibility and fostering data-driven decision-making across the organizationImplements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processesWrites unit/integration tests, contributes to engineering wiki, and documents workPerforms data analysis required to troubleshoot data-related issues and assist in the resolution of data issuesWork within AWS/Linux cloud systems environment in support of data integration solutionWorks closely with a team of frontend and backend engineers, product managers, and analystsTeamwork: Collaborate with team members. Share knowledge, provide visibility of interpersonal accomplishments and follow directions when providedCompany BenefitsCompetitive salary and bonuses, including performance-based salary increasesGenerous paid-time-off policyTechnology / Office stipend100% remote work, now and post COVIDContinuing education, training, conferencesCompany-sponsored coursework, exams, and certificationsBeing a software consultant is a fun, challenging, and rewarding career choice for engineers. Your contributions are highly valued by clients, and the work you do often has a direct and significant impact on the client’s business.You will have the chance to work on a variety of projects for our incredible clients, which will help you quickly improve as a consultant and software engineer. You will get to work with modern languages and frameworks alongside some of the best developers in the world!So if you have the desire to be a part of an exciting, challenging, rapidly-growing software consultancy, please apply.",Remoto,NaN,"La Plata, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Sin experiencia'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Tecnología de la información'}, {'Sectores': 'Servicios de TI y consultoría de TI'}]",2022-11-23,https://ar.linkedin.com/jobs/view/data-engineer-remote-full-time-at-bluelight-consulting-devops-software-development-3398113704?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=w%2FHT2iEHd0VeULBjnTuymw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Verification Analyst LATAM,1840 & Company,Nan,Remoto,NaN,"Buenos Aires, Buenos Aires Province, Argentina",[],2022-11-03,https://ar.linkedin.com/jobs/view/data-verification-analyst-latam-at-1840-company-3378035409?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=gV56MX1SJ5KGMfct%2BCw2tA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Intelligence,Montagne,"En Montagne nos encontramos en la búsqueda de un/a Business Intelligence.Buscamos un perfil con aproximadamente 1 año de experiencia en puestos similares en ecommerce.ResponsabilidadesDetectar oportunidades y generar insights que permitan maximizar las ventas.Interpretar necesidades funcionales de las distintas áreas para generar e implementar soluciones analíticas.Generar nuevos reportes destacando aspectos importantes del negocio utilizando herramientas visuales. (Stock curvas y variantes, Productos Estacionalidad, Ventas vs. Stock, Ventas por categoría).Trabajar con equipos multifuncionales para garantizar que los datos estén disponibles cuando sean necesarios.Contar historias a partir de los datos y construir dashboards de una manera que sea más fácil de entender para tomar decisiones.Detectar oportunidades de mejora o nuevas soluciones y salir a crearlas.Trabajar muy de cerca con cada stakeholder del negocio para co-crear análisis que mejoren la toma de decisiones.Se RequiereTener formación en Ingeniería, Economía, Ciencias Actuariales, administración o carreras afines.Experiencia en alguna herramienta de visualización, preferentemente Power BI o Data studio.Mentalidad curiosa y analítica.Experiencia manejando grandes volúmenes de información para diseñar y construir soluciones analíticas.Buenas habilidades comunicativas, capacidad de adaptarse al cambio, capacidad de solucionar problemas, proactividad.Dominio EnExcel avanzado.Power BIData StudioLooker TableauGoogle AnalyticsSe Valorará Conocimiento En Las PlataformasAnalytics de Facebook BusinessGoogle AdwordsMerchant CenterSearch ConsoleMy businessYoutubeProgrammaticSQLData LakesJornada Home Office, en el margen de 8 a 17:30 hs.",Remoto,NaN,"Buenos Aires, Buenos Aires Province, Argentina","[{'Nivel de antigüedad': 'Sin experiencia'}, {'Tipo de empleo': 'Jornada completa'}, {'Función laboral': 'Desarrollo empresarial y Ventas'}, {'Sectores': 'Industria textil y moda para la venta minorista'}]",2022-12-01,https://ar.linkedin.com/jobs/view/business-intelligence-at-montagne-3382398324?refId=krdNM96SnKLS%2BtutVdqtyw%3D%3D&trackingId=lw9dUzWxilRv%2FCBdi08lHw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
