job_id,country,title,company,onsite_remote,description,posted_date,link,seniority_level,employment_type,job_function,industries
900,5,Data Analyst,105,3,"My client is looking for a passionate data analyst to join an electrical engineering company based in Dublin.The individual will be working in a team of Data Analysts responsible for securing efficiency and quality in data extraction routines from the source applications, conversion between data structures, and secure data load into the SAP target application. The ideal candidate will be technically strong with 3+ years of experience in the data analytics or engineering spaces. Experience with SQL is also essential. This role is hybrid and based in the IFSC in Dublin. Stamp 4 visa or EU passport required.",2022-12-16,https://ie.linkedin.com/jobs/view/data-analyst-at-morgan-mckinley-3396208927?refId=PB7mznWpUIFkzrt00R0waQ%3D%3D&trackingId=R7rG6DEfGcfnSjqr5KsmKg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology and Analyst,45.0
901,5,Data Analyst,111,3,"Data Analyst£35,000 - £40,000 + 10% bonus + benefitsLondon (1 day per week in the office) Our clientOur client is a global strategic technology and payments partner. They deliver seamless personalised shopping experiences to over 29m international shoppers, who in turn generate €22.9bn revenue.   With 2,000 employees spread across 50 countries, they integrate with 300,000 point of sale systems in a number of luxury retailers and brands including Harrods, Selfridges, John Lewis, Liberty’s, Apple, Cartier, De Beers, Hermès, Rolex, Dior and Jimmy Choo. Their products include tax-free shopping, smart data and intelligence, marketing and sales, POS technology and payment solutions. The role The Data Analyst will help the business to understand customer needs and behaviours through the analysis of complex data sets and subsequent translation into meaningful, shareable insights and stories. This role will be hands on with building visualisations in Tableau and ad hoc analysis to inform the optimisation of digital products and features. As a Data Analyst, you will: Monitor and report on key KPIs.Be hands-on with building visualisations using Tableau and Google Data Studio.Identify data requirements, working with international data teams to ensure data is cleansed and prepared.Support with the identification of new and innovative ways to leverage data to deliver new customer engagement opportunities, optimise channels and deliver economic efficiency.Deliver enhanced customer profiling and segmentation.Measure the effectiveness of customer-facing products, features and campaigns.Provide ad-hoc analysis to inform the optimisation of customer-facing products, features and campaigns. To apply, you should have Experience working as a Data Analyst with good exposure to both online and offline data.An understanding of digital analytics including some exposure to Google Analytics and Google Data Studio.Strong data visualisation skills (Tableau is preferred).Advanced Microsoft Excel skills.Experience working with customer data, segmentation, targeting and behavioural analysis.  The perks include 25 days holiday + bank holidays.An extra day off for moving to a new house; 2 days off for your wedding; 3 days off for charity / community days.Private healthcare and medical cashback plan.Perkbox.Competitive pension plan.Virgin gym membership. Match Digital specialises in connecting talented individuals with businesses in the digital, tech, media and marcomms industries.",2023-01-09,https://uk.linkedin.com/jobs/view/data-analyst-at-match-digital-3432657188?refId=PB7mznWpUIFkzrt00R0waQ%3D%3D&trackingId=cA4lgqyxxtuXk2vRenbvpg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,"Analyst, Information Technology, and Marketing",46.0
902,5,Data Analyst,114,3,"Please Note this role can be located in London OR LeedsWhat is Footballco?Footballco is the world’s biggest dedicated football content and media business. Reaching more than 400m football fans across the world each month, and with a growing roster of global brands including GOAL, Voetbalzone, Spox, Calciomercato, Mundial and Kooora, no one else has our reach or depth of understanding within the game. With over 300 employees globally, we’re a young company with some established brands and serious investment behind us. Our future starts now…What’s the role about?Footballco is looking for an Data Analyst.You will be part of a team responsible for delivering accurate and timely data, analysis and insights to help the business achieve its ambitious goals. This is a global role covering all markets and brands, supporting stakeholders from across the business (Leadership, Editorial, Product, Commercial etc).The ideal candidate will combine great stakeholder management skills with a critical eye for accuracy and broad experience of digital analytics from tracking deployment to data storytelling. They should also be comfortable working collaboratively across different departments and stakeholders in a fast-paced environment.Our ambition is to make Footballco’s brands the most loved publishers in sport. We want to build deep relationships with people; to be the first app they check in the morning, and the last IG page they scroll at night.Your mission is to make this vision a reality.Here's what you will be doing:● Analysis & problem solving - analysing problems and analysing data to help the business achieve its goals● Measurement - using digital tools to capture key performance data points across our ecosystem● Reporting - contributing to critical business reports for everyone from company leadership to operational teams● Projects - define, contribute to and lead projects across the business● Big data - working closely with data engineers and scientists● Communication - delivering high quality reports, dashboards, presentations and spreadsheets● Partnership - collaborating with colleagues across the business - editorial, digital, commercial etc…● Ad-hoc requests - responding to time critical requests as they come in● Training - both personal development and training others● Evangelism - championing the use of data across the businessIt would be great if you already have experience doing this:● Analysis - approach and attention to detail is more important than tools here, but if you know your way around a spreadsheet then that is a good starting point. If you know of sql then even better.● Digital analytics - using analytics tools e.g. Google Analytics, SQL● Digital measurement - appreciation or use of tags on sites e.g. via Google Tag Manager● Deliverables - can you create a clear and concise report / dashboard / presentation. Can you present it to others so they understand the key messages?● Digital publishing - visited a website? That’s a good start. Got your own blog or dabbled with html and css etc, even better.● Teamwork - can you work well in a team?● Previous exposure to sports, football and digital media is preferred.Footballco is proud to be an equal opportunity workplace. All qualified applicants will receive consideration for employment without regard to, and will not be discriminated against based on age, race, gender, colour, religion, national origin, sexual orientation, gender identity, veteran status, disability or any other protected category.",2023-01-05,https://uk.linkedin.com/jobs/view/data-analyst-at-footballco-3394259539?refId=PB7mznWpUIFkzrt00R0waQ%3D%3D&trackingId=ewN7eNP5NKDPozCZY%2BnSpg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Information Technology,48.0
903,5,Data Analyst,112,3,"Our Data Analyst is responsible for the curation and analysis of our IBD data. Working as part of a small and specialist team, you will produce aggregated results and insights to support hospital quality improvement, service evaluation, pharmacovigilance and research.We’re looking for someone who loves and excels in data analysis, and wants to take their experience to the next level. You will have a strong academic qualification in a numerate subject, with demonstrable experience in data analysis, using R and SQL, although experience in scripting languages such as Python will be a useful advantage. Your most important attributes will be your readiness and ability to learn, your 'can do’ mindset coupled with a rigour of thinking and attention to details. Above all, you need to believe in our mission and want to join us to make a difference.This is a fantastic opportunity to join an organisation working at the leading edge of health data. You will be part of a small, growing and highly collaborative team, working closely with other data specialists at leading universities. This is a permanent role for 5 days/week and offering a salary between £30,000 and £35,000 FTE depending on relevant skills and experience. We have hybrid and flexible working, to have the right work-life balance, with a range of employee benefits to support this. The closing date for applications for this role is: SUNDAY 8TH JANUARY 2023 midnight. To apply for this position, see our website for full details and apply there IMPORTANT: we do not take applications via LinkedIn - ytou must apply on our website.",2023-01-01,https://uk.linkedin.com/jobs/view/data-analyst-at-ibd-registry-3422299634?refId=PB7mznWpUIFkzrt00R0waQ%3D%3D&trackingId=7Y0PGAz%2BM5kPl4uJnHHbrw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,,Full-time,,
904,5,Data Analyst,109,3,"As a Data Analyst for Third Party Data within Sky Data you will be responsible for the support and analysis of Third Party Data products, with opportunities to contribute throughout the full product cycle.Third Party Data underpins critical insights, reporting, analysis and campaign strategy across the organisation so you will be part of the team that helps to ensure the quality and accuracy of this data, enabling us to confidently use the data we source.Core to the role, you will act as the technical lead on projects involving Third Party datasets. Managing the technical discussions and questions relating to third party data between suppliers and internal operational teams. You will also support the business with ad-hoc analytical queries, which presents a great opportunity to work closely with multiple business teams, understanding and supporting their end-to-end requirements.What you'll doSupport the Lead Product Owner and Senior Analysts to deliver and continuously improve the Product offering for Third Party Data.Evaluate and interpret the quality and accuracy of Third Party Data.Identify new ways in which existing data can be used to improve return on investment from the data licensed.Educate and train internal stakeholders on the Third Party Data available with a focus on its business value and permitted use.Present your findings in a commercially focused and practical way, showing the benefits of Third Party Data.Support ad-hoc analytical requirements.What you'll bringGood understanding of analytical methodologies, specifically a working knowledge of databases, data structures and reporting systems.Understanding and experience of Cloud platformsDemonstrable experience of using SQL to analyse large, complex datasetsAbility to communicate and manipulate data in a variety of tools to suit stakeholder needs – e.g. Excel, Powerpoint, Tableau (or similar)Experience of working in an Agile environmentAbility to manage your workload across several projects and stakeholders simultaneouslyStrong communication skillsTeam overview: Group Data HubWant to unlock the power of data? Our Group Data Hub works with millions of data transformations every day to deliver value, improve customer experience and enable new product launches. From architecture to analytics and engineering to science: it’s how we bring customers more of what they love.The rewards There's one thing people can't stop talking about when it comes to #LifeAtSky: the perks. Here’s a taster:Sky Q, for the TV you love all in one placeThe magic of Sky Glass at an exclusive rateA generous pension packagePrivate healthcareDiscounted mobile and broadbandA wide range of Sky VIP rewards and experiencesInclusion & How You'll WorkRecognised by The Times and Stonewall, we take pride in our approach to diversity and inclusion. Investing in society, fighting racial injustice and setting ambitious targets for representation at Sky.We’ve embraced hybrid working and split our time between unique office spaces and the convenience of working from home. You’ll find out more about what hybrid working looks like for your role later on in the recruitment process.Your office space: OsterleyOur Osterley Campus is a 10-minute walk from Syon Lane train station. Or you can hop on one of our free shuttle buses that run to and from Osterley, Gunnersbury, Ealing Broadway and South Ealing tube stations. There are also plenty of bike shelters and showers.On campus, you’ll find 13 subsidised restaurants, cafes, and a Waitrose. You can keep in shape at our subsidised gym, catch the latest shows and movies at our cinema, get your car washed, and even get pampered at our beauty salon.We'd love to hear from youInventive, forward-thinking minds come together to work in Tech, Product and Data at Sky. It’s a place where you can explore what if, how far, and what next.But better doesn’t stop at what we do, it’s how we do it, too. We embrace each other’s differences. We support our community and contribute to a sustainable future for our business and the planet.If you believe in better, we’ll back you all the way.Just so you know: if your application is successful, we’ll ask you to complete a criminal record check. And depending on the role you have applied for and the nature of any convictions you may have, we might have to withdraw the offer.",2023-01-09,https://uk.linkedin.com/jobs/view/data-analyst-at-sky-3427029265?refId=PB7mznWpUIFkzrt00R0waQ%3D%3D&trackingId=x%2BWerrU8HO0nFOaC1YkM7Q%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Information Technology,44.0
905,5,Data Analyst,661,3,"Opioid Response NetworkPosition Title: Data AnalystLocation: Rhode Island / RemoteThe American Academy of Addiction Psychiatry (AAAP), based in East Providence Rhode Island, is seeking a Data Analyst for the Opioid Response Network (ORN) grant.The Substance Abuse and Mental Health Services Administration (SAMHSA) awarded the State Opioid Response Tribal Opioid Response – Technical Assistance grant to the American Academy of Addiction Psychiatry to lead the initiative in collaboration with the University of Missouri- Kansas City- Addiction Technology Transfer Center, Columbia University Division on Substance Use Disorders, and a large national coalition.In response, a coalition of over 45 national organizations representing over 2 million stakeholders, formed the Opioid Response Network (ORN). This grant’s goal is to provide training and education to support the prevention, treatment, recovery, and harm reduction of opioid and stimulant use disorders. ORN has consultants in all 50 states and nine U.S. territories to respond to local needs by providing educational resources and training at no cost. These resources are available to states, communities, organizations big and small, as well as individuals.The Data Analyst will serve as the primary point of contact for all data related activities and reporting for the ORN project. Major Responsibilities Include:·       Work collaboratively with staff of partner organizations to analyze, interpret and share data·       Serve as the primary point of contact for all data related activities for the ORN through AAAP·       Develop and maintain a deep understanding of sources of ORN data, staying up to date on what the data is indicating about the work that is being done in terms of areas of strengths and opportunities·       Liaison with partner organization RTI to support their work of collecting national data that is relevant to ORN·       Prepare abstracts for conference submissions·       Prepare data visualization for internal and external meetings·       Provide quarterly reports to stakeholders on key metrics of progress·       Mentor junior staff that support data collection and sharing processes·       Develop a process to collect satisfaction data from requesters of technical assistance·       Attend Data and Evaluation Core meetings; provide support to Data and Evaluation Core on Special Projects·       Other duties as assigned Minimum Required Skills:·      Master’s degree in bio-stats, epidemiology, or related field with at least a year of experience working on a grant funded project directly supporting data collection, processing, and analysis·      Proven data analysis, processing, and manipulation skills·      Extensive experience and skills with Qualtrics and SPSS·      Skilled in use of Microsoft Office and Google Suite platforms·      Strong communication skills, particularly around how to share complex data with different stakeholders using plain language and graphic displays·      Experience in developing a data collection protocol, documenting the protocol, teaching others to implement, and evaluating and providing input on process and outcome·      Familiarity with reporting standards for federally funded grants·      Mentorship skills·      Proven ability to work as a member of a collaborative teamSalary Range: $75K-90K                                            For consideration, please submit a cover letter and resume to HR@aaap.orgAbout the American Academy of Addiction Psychiatry (AAAP)AAAP is a national professional society that focuses on evidence-based prevention, treatment and recovery approaches, particularly for people with substance use disorders and co-occurring psychiatric disorders.",2023-01-09,https://www.linkedin.com/jobs/view/data-analyst-at-opioid-response-network-3404612461?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=xFYFFb%2BXy6kva9hZLACrKQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,,Full-time,,
906,5,Data Analyst (18379),662,3,"Our client is a powerhouse in the world of financial trading technologies. Their organization comprises of a wide range of professional staff ranging from the financial experts through data security technologists. They are looking to take on a Data Analyst who will assist in providing quality assurance of imported data as well as working with quality assurance analysts if necessary. This is a hybrid position based in Stamford, CT.Data Analyst’s Responsibilities and DutiesManaging master data, including creation, updates, and deletion.Managing and designing the reporting environment, including data sources, security, and metadata.Supporting the data warehouse in identifying and revising reporting requirements.Work with executives and other business leaders to identify opportunities for improvementCreate presentations and reports based on recommendations and findingsData Analyst’s Qualifications and SkillsBachelor’s degree in Data Analytics, Statistics, Mathematics or related disciplineKnowledge of programming languages like SQL, Oracle, R, MATLAB, and PythonExperience using Oracle PLSQL is a huge plusProfessional experience using visualization tools such as Power BI and TableauExcellent communication skills both written and verbal with ability to convey information to key stakeholdersRightClick is an equal opportunity employer who agrees not to discriminate against any employee or job applicant irrespective of race, color, creed, alienage, religion, sex, national origin, age, disability, gender (including gender identity), marital status, sexual orientation, citizenship or any other characteristic protected by law.",2023-01-02,https://www.linkedin.com/jobs/view/data-analyst-18379-at-rightclick-3416929540?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=HXA26f4n102XaZoC1SYwNQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Full-time,"Finance, Information Technology, and Analyst",209.0
907,5,Data Analyst,663,3,"Position Summary:The Strategy organization provides critical market, competitor and business insights using analytics, ensures cross-functional alignment of goals and execution, and helps teams drive strategic initiatives forward. Our team stays focused on aligning company priorities with effective day-to-day operations and utilizes data to inform strategy and decision making across the Consumer Electronics Division.As the Data Analyst, the successful candidate will play a critical role in leading both strategic and tactical cross-business initiatives that are dependent on analytics, provide business & strategic advice to Executive management, and help oversee business planning, project management and strategy development driving the analytics ecosystem.Essential Duties & Responsibilities:Strategic Analyses:· Provide Executive Management with timely and insightful analysis on critical competitive threats, movements and strategies with implications and recommended actions· Provide critical analytical support for business decision-making involving cross-departmental and multi-functional areas· Develop reports and data models across multiple data sets that cross over into Finance, Supply Chain, Market data and Consumer InsightsMarket Analytics:· Support the Market Intelligence team in weekly industry and company sales analyses for all major Consumer Entertainment product categories· Analyze available data to triangulate competitor strategies based on observed activities and make actionable counter-recommendations to executive leadership· Develop Tableau dashboard to enable the Market Intelligence team to better present complex and highly relevant data to the target audience on a daily and weekly basisManage Large Scale Strategic/Project Management Projects from Concept to Launch:· Lead and facilitate cross-divisional projects on key strategic issues based on senior management request· Create business cases, financial analyses, and ROI assessments based on understanding of SEAs capabilities, financial principles, and strategic insights· Develop new frameworks/best practices to strategically utilize data to drive new market assessment, demand & forecasting projectsBackground / Experience:· 3+ years of experience in business/data analytics or data engineering · Bachelor’s degree in marketing or engineering/Information SystemsNecessary Skills / Attributes:· High degree of proficiency in Tableau & Microsoft Excel is required · Strong interpersonal communication and presentation skills (verbal and written). Frequent interactions with Product Marketing and Executive teams to ensure complex data is presented in a cohesive and efficient manner· Team oriented, yet able to work independently and manage multiple tasks",2023-01-05,https://www.linkedin.com/jobs/view/data-analyst-at-aditi-consulting-3422116251?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=OF6v0I%2F5C5f902CUV3zlpQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,"Analyst, Other, and Accounting/Auditing",244.0
908,5,Data Analyst,664,3,"Job DescriptionRole: Data Analyst 100% RemoteSalary: $65-80k Ledgent Technology has once again partnered with an industry leading partner for their open Data Analyst role! This company is a fortune 500 company with the ability to have a ton of career growth! If you are seeking the ability to work for a company that truly values you, then this is the role for you! SummaryThe analyst aligns all tactical and strategic priorities with leadership initiatives for data reconciliation. The role ensures the integrity, consistency and scalability of reporting and provides insightful analysis to support management's decision making. This role designs and develops reporting, analyses business processes and systems, and aligns projects with the executive strategy to drive performance among coworkers and leadership.Key Areas of ResponsibilityServe as a conduit and auditor for cross-functional collaboration and data conversionEducation And/or Experience QualificationsBachelor's degree in Business, IT, a quantitative discipline (statistics, economics, engineering, informatics), or related3-5 years of work experience in an analytical roleRequired QualificationsStrong verbal and written communication skills with the ability to effectively interact with internal and external stakeholders.Demonstrated ability to critically evaluate information, identify risk and opportunities, while possessing creative problem-solving skills with an understanding of business concepts and models.Demonstrated ability to work independently with little direction and make sound business decisions.History of balancing multiple priorities simultaneously with the ability to quickly adapt to the changing needs of the business and meet deadlines.We are an equal opportunity employer and make hiring decisions based on merit. Recruitment, hiring, training, and job assignments are made without regard to race, color, national origin, age, ancestry, religion, sex, sexual orientation, gender identity, gender expression, marital status, disability, or any other protected classification. We consider all qualified applicants, including those with criminal histories, in a manner consistent with state and local laws, including the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance.We are an equal opportunity employer and make hiring decisions based on merit. Recruitment, hiring, training, and job assignments are made without regard to race, color, national origin, age, ancestry, religion, sex, sexual orientation, gender identity, gender expression, marital status, disability, or any other protected classification. We consider all qualified applicants, including those with criminal histories, in a manner consistent with state and local laws, including the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance.To apply please email your resume to ogahlsdorf@ledgent.com",2022-12-29,https://www.linkedin.com/jobs/view/data-analyst-at-ledgent-technology-3415497365?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=f1B0Zxh3%2BidQ5M%2BKUkw7jg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,41.0
909,5,Business Data Analyst,665,3,"ResponsibilitiesWhat You’ll DoData Analyst background: Relational Database development experience (Oracle, SQL, Neteeza), STRONG SQL, Data Modeling /Data architecture, Problem solvers. Interpret data, analyze results using statistical techniques and provide ongoing reports.Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.Acquire data from primary or secondary data sources and maintain databases/data systems.Identify, analyze, and interpret trends or patterns in complex data sets.Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.Work with management to prioritize business and information needs.Locate and define new process improvement opportunities.The ideal candidate will have:Proven working experience as a data analyst or business data analyst.Technical expertise regarding data models, database design development, data mining and segmentation techniques.Strong knowledge of and experience with reporting packages (Tableau, Power BI etc.), databases (SQL etc.), programming (XML, JavaScript, or ETL frameworks).Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.)Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Adept at queries, report writing and presenting findings.Knowledge of Agile and Scrum – how to elicit requirements. Story writing. Able to build an effective backlog. Align the road map to sprint. Able to explain the stories in backlog grooming session. Safe POPM good to haveQualificationsBachelor's Degree5 plus years experience as a BI AnalystBe able to engage with the clients/customers",2023-01-06,https://www.linkedin.com/jobs/view/business-data-analyst-at-sogeti-3302898163?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=87SnfDvLaF8X2sBZm6OTLA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,"Analyst, Information Technology, and Research",39.0
910,5,Data Analyst,666,3,"We are seeking a Data Analyst that will work across functions with growth, product and editorial to facilitate the flow of information and analysis to each part. In this role, the Data Analyst will be responsible for tracking the performance of our products and parsing that data into easily digestible recommendations. The Data Analyst is the steward of our performance knowledge and one of the most critical to repeated success. This is a hands-on role and for someone willing to set the tone for a new-start up looking to be data minded in every way. Responsibilities: Manage all aspects of data tracking incoming from our site and social platformsDeliver analysis on data collected to executive and editorial staffConduct regular experiments on content across platforms for learningsManage data-focused projects with the aim of creating successful growth across the companyCreate competitive reports for analysis across companyAnalyze paid performance of social advertisements and deliver recommendations Qualifications: Experience managing and analyzing data within a newsroom or agencyStrong collaborative and communication skillsQuick and sharp judgement on performanceSelf-starting spirit when directing on projects or experimentsPresentation-creation skills and delivery to executive and stakeholdersExperience with data managing tools including but not limited to Google Analytics, Omniture, Google Adwords, Parse.ly, GoogleData Studio, Chartbeat, CrowdtangleBenefits: Competitive salary Automatic 5% Employer Contribution to 401(k) Medical, Vision, and Dental with a fully covered medical plan for families Vacation package + 10 sick days + company holidays Monthly cellphone, gym, and commuter stipend 3 months fully paid family leave Life and AD&D Insurance Access to mental health resources Grid is a new, digital media company dedicated to reporting on how the most important trends, challenges and opportunities of the day connect to one another – and require connected solutions. The biggest stories we tell do not exist in silos, so neither do the reporters at Grid. We’ve built a collaborative newsroom of beat reporters, subject editors and data journalists who produce daily interconnected stories written from multiple lenses, including science, economics, misinformation, politics, the law, technology, identity, and global.",2023-01-09,https://www.linkedin.com/jobs/view/data-analyst-at-grid-3433118070?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=KkjrY7LPAvRbnbRA%2B6fdEQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Full-time,"Information Technology, Analyst, and Advertising",245.0
911,5,Data Analyst,667,3,"Data Analyst Trinity is seeking a Data Analyst to analyze and manipulate data stored in various applications. The purpose of this position is to provide relevant and accurate data solutions to various Trinity business units. The individual chosen to fill this position must be willing to take direction on various projects, lead integration efforts, provide production support, and operate in a fluid and dynamic environment as part of Trinity’s Information Technology team. Responsibilities· Oversee the day-to-day monitoring, troubleshooting, maintenance, development, data migration and ongoing support of the Deltek Vision/Vantagepoint ERP.· Reconciling metrics in existing tables and views· Troubleshooting data related issues or inconsistencies in reports· Finding and resolving data quality problems· Ad-hoc data pulls for export to internal and external partners· Ability to work with third-party partners to design robust and efficient inbound and outbound data interfaces· Creating data dictionaries and other documentation· Work with project managers to accurately evaluate, breakdown, and scope tasks· Collaborate with business leaders and subject matter experts to determine new and innovative ways to solve business problems leveraging data and analytics· Develop analytical logic and models to improve management decisions Qualifications· Develop, debug, and execute SQL code for acquiring the correct data with needed dimension.· Managing and designing BI/reporting, including data sources, metadata, and scheduling.Expertise in mathematical models underlying data science methods, understanding the trade-offs between different approaches.Experience in designing systems to solve business problems.The selected candidate should be a self-starter that enjoys working in a hands-on environment with both business and technical teams to find new, innovative ways to solve problems! Desired SkillsExperience in SQL scripting with advanced SQL, Azure SQL skills including DMLExperience developing/analyzing reports using PowerBIExperience with Azure cloud technologies and services (Azure Data Factory, databricks, Azure Data Lake Storage, Azure ML Studio, DevOps), and graph database technologyExperience implementing and using Microsoft Azure DevOps for data projects",2022-12-28,https://www.linkedin.com/jobs/view/data-analyst-at-trinity-consultants-3383238684?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=cDNNedmmg7Up64z2Zhn8Jw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,246.0
912,5,Production Data Analyst,668,3,"Position PurposeAs a key member of the Treasury team, you will be part of AgriBank’s mission to support the people who feed the world. As a Production Data Analyst, you will be a key contributor to the monthly Interest Rate Risk process and reporting team. In this role, you will be responsible for running, analyzing, and reporting on AgriBank’s balance sheet position including loan, debt, investment, and derivative portfolios. You will also support the Treasury data strategy and data management environment by providing analytic knowledge and expertise. Day-to-day tasks will range from instrument-level data management to data aggregation and queries to valuation and income simulation runs to proprietary prepayment modeling and finally, deeper dive analytics and automated reporting.Education And ExperienceBachelor’s degree in math, finance, economics, or statisticsInterest in pursuing master’s degree, or professional designations such as CFA or FRM preferred1 -3 years of related experienceOr an equivalent combination of education and experience sufficient to perform the essential functions of the jobKnowledge And SkillsBasic knowledge of quantitative risk management (QRM), but not requiredBasic knowledge of the banking industry and asset/liability management practiceBasic knowledge of financial, economic, and accounting conceptsBasic knowledge of statistical conceptsBasic proficiency with statistical software or statistical spreadsheet tools (e.g., R, Python, MATLAB) Basic proficiency with structured query language (SQL) and relational databasesBasic proficiency in querying large data setsIntermediate proficiency in office software Microsoft Office Suite (including VBA)This is a great opportunity! Are you ready for a rewarding career where you can make an impact? Join us today!AgriBank will not sponsor a work visa (e.g. H1B, etc.) to fill this position.Applicants requiring a reasonable accommodation for any part of the application process may contact us through the following methods: Phone: 651-282-8647 or Mail: AgriBank, Attn: Talent Recruiting, 30 E 7th Street, Suite 1600, St. Paul, MN 55101.In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.AgriBank FCB is an Equal Opportunity Employer (M/W/D/V) dedicated to diversity in the workplace and offers a great work environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected veteran status.",2023-01-05,https://www.linkedin.com/jobs/view/production-data-analyst-at-agribank-st-paul-mn-3373433326?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=%2FrQG5UTn00lHWmABH%2BQ6XA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,208.0
913,5,Senior Data Analyst,669,3,"Our client, one of the leading global marketplaces for entertainment, is looking to hire a talented full-time Senior Data Analyst to join their Supply Team in NYC!About The Team:The Supply Team owns the strategic blueprint to help sellers on their marketplace grow their businesses. Analysts on the Supply Team sit at the core of the business, constantly working to identify ways that they can boost the quantity of events, sellers, tickets, and sales on the platform. They strive for operational excellence, targeting projects that will move the needle in terms of the bottom line and that will solidify the firm's market share. The Supply Team uses data to drive decision making and all initiatives are designed to have a measurable effect on the company’s growth. You will have an opportunity to make an impact in one of the most cross-functional and globalized groups in the business.About The Culture: Despite the firm's rapid growth while revolutionizing a $100-billion-dollar industry, they maintain their start-up ethos and data-driven, collaborative culture. They believe that small, cross-functional teams can achieve extraordinary results.Characteristics that describe the type of candidate they are seeking include:A. Owners (Optimists with a solution mindset who are fully accountable for solving problems)B. Fans (They are the fans' biggest fan, the voice of our fans in everything we do)C. Driven (They push past the finish line, aggressively prioritize and focus on what matters most. They debate, decide, commit and deliver.)D. Inventive (They celebrate progress over perfection and learnings as much as success. They are Agile because there is always more than one way.) E. Courageous (They take big swings. They show up for challenges with resilience and persistence. They take risks, embrace failure as a path to learning, and speak up when they have a different opinion.) F. Diverse & Inclusive (They harmonize. They assume positive intent, trust and empower others; bring a global mindset and seek out alternative viewpoints.)Ideal Candidate:3-5+ years working in quantitative or analytical role; sales operations, operations, project management, management consulting or finance a plusExpert in SQL and Microsoft Excel Experience with A/B testing or experimental designKey Responsibilities:Sit at the intersection between Ops & Sales, translating business strategies/goals into impactful sales plansLead initiatives to craft, pilot, scale, and optimize programs to increase global supplier acquisitionDesign, build, and optimize Tableau dashboards, SQL queries and interfaces to provide internal customers with usable, reliable, and accessible dataConduct research on competitors, potential product offerings, vendors, and clientsDraft presentations and internal memos to present recommendations to firm's leadership in areas such as market entry, new product development/strategy, competitive landscape, and industry trends",2022-12-27,https://www.linkedin.com/jobs/view/senior-data-analyst-at-atlantic-group-3378892940?refId=YBcd7wpRabOVl0rCcwawSw%3D%3D&trackingId=sgnYLbJhIoSc3QFJCWY%2FOw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,247.0
